Time Since Start, Startboard, Stardboard ADC, Port, Port ADC, Front, Back, RPM ,,,
24.95096588,0.681477443,27,-11.20330497,56,54,0,0,,,
24.98307085,0.340738722,26,-10.85320169,57,56,1,0,,,
25.01483512,0.340738722,26,-11.20330497,56,55,1,0,,,
25.04715109,0,25,-10.85320169,57,54,1,0,,,
25.07912612,0.340738722,26,-10.85320169,57,53,1,0,,,
25.11119914,0.681477443,27,-11.20330497,56,55,1,0,,,
25.14297843,0.340738722,26,-10.85320169,57,53,1,0,,,
25.17540002,0.340738722,26,-10.85320169,57,54,1,0,,,
25.2070303,0.681477443,27,-11.20330497,56,54,1,0,,,
25.23918867,0.340738722,26,-10.85320169,57,54,1,0,,,
25.27132678,0.340738722,26,-10.85320169,57,54,1,0,,,
25.3033669,0.340738722,26,-10.85320169,57,59,1,0,,,
25.33569336,-0.340738722,24,-10.85320169,57,55,1,0,,,
25.36696672,0,25,-10.85320169,57,55,0,0,,,
25.39918113,-0.340738722,24,-10.15299513,59,55,1,0,,,
25.43144894,0.340738722,26,-10.85320169,57,55,0,0,,,
25.46339941,0.340738722,26,-10.50309841,58,54,1,0,,,
25.49553156,0.340738722,26,-10.85320169,57,54,1,0,,,
25.5274601,0,25,-10.50309841,58,54,0,0,,,
25.55955315,0.340738722,26,-10.50309841,58,54,0,0,,,
25.59149814,0.340738722,26,-10.85320169,57,54,1,0,,,
25.62324524,0.340738722,26,-10.85320169,57,53,1,0,,,
25.65557146,0.340738722,26,-10.85320169,57,47,0,0,,,
25.68742919,0,25,-10.85320169,57,54,0,0,,,
25.71943116,0.340738722,26,-10.85320169,57,54,1,0,,,
25.75165057,0.340738722,26,-10.50309841,58,54,1,0,,,
25.78346062,0.340738722,26,-10.85320169,57,54,1,0,,,
25.81565952,0.340738722,26,-10.85320169,57,55,1,0,,,
25.84774232,0,25,-10.85320169,57,54,1,0,,,
25.87978792,0,25,-10.85320169,57,59,1,0,,,
25.91171551,0.681477443,27,-11.20330497,56,47,0,0,,,
25.94375229,0.340738722,26,-10.50309841,58,54,0,0,,,
25.9758215,0.340738722,26,-11.20330497,56,54,1,0,,,
26.00778532,0,25,-10.85320169,57,55,0,0,,,
26.03954911,0.340738722,26,-10.85320169,57,55,0,0,,,
26.07174826,0,25,-11.20330497,56,55,1,0,,,
26.10388303,-0.340738722,24,-10.50309841,58,54,1,0,,,
26.13589358,0.340738722,26,-10.85320169,57,52,1,0,,,
26.16806006,0.340738722,26,-10.50309841,58,54,1,0,,,
26.19985771,0.340738722,26,-10.85320169,57,53,1,0,,,
26.23199058,0.340738722,26,-10.85320169,57,53,1,0,,,
26.26384521,0.340738722,26,-10.85320169,57,54,1,0,,,
26.29596663,0.681477443,27,-10.15299513,59,50,1,0,,,
